100000 100000000 1000000 0.001 0.095194
200000 100000000 1000000 0.002 0.181408
300000 100000000 1000000 0.003 0.259465
400000 100000000 1000000 0.004 0.330043
500000 100000000 1000000 0.005 0.39392
600000 100000000 1000000 0.006 0.451878
700000 100000000 1000000 0.007 0.504467
800000 100000000 1000000 0.008 0.551873
900000 100000000 1000000 0.009 0.594718
1000000 100000000 1000000 0.01 0.633482
1100000 100000000 1000000 0.011 0.668677
1200000 100000000 1000000 0.012 0.700594
1300000 100000000 1000000 0.013 0.72958
1400000 100000000 1000000 0.014 0.755499
1500000 100000000 1000000 0.015 0.779171
1600000 100000000 1000000 0.016 0.800515
1700000 100000000 1000000 0.017 0.819875
1800000 100000000 1000000 0.018 0.837165
1900000 100000000 1000000 0.019 0.852783
2000000 100000000 1000000 0.02 0.866979
2100000 100000000 1000000 0.021 0.879892
2200000 100000000 1000000 0.022 0.891588
2300000 100000000 1000000 0.023 0.902129
2400000 100000000 1000000 0.024 0.911679
2500000 100000000 1000000 0.025 0.920353
2600000 100000000 1000000 0.026 0.928184
2700000 100000000 1000000 0.027 0.93514
2800000 100000000 1000000 0.028 0.941426
2900000 100000000 1000000 0.029 0.947298
3000000 100000000 1000000 0.03 0.9525
3100000 100000000 1000000 0.031 0.957121
3200000 100000000 1000000 0.032 0.961295
3300000 100000000 1000000 0.033 0.965238
3400000 100000000 1000000 0.034 0.968602
3500000 100000000 1000000 0.035 0.971771
3600000 100000000 1000000 0.036 0.974608
3700000 100000000 1000000 0.037 0.977085
3800000 100000000 1000000 0.038 0.979324
3900000 100000000 1000000 0.039 0.981349
4000000 100000000 1000000 0.04 0.983245
4100000 100000000 1000000 0.041 0.98489
4200000 100000000 1000000 0.042 0.986379
4300000 100000000 1000000 0.043 0.987707
4400000 100000000 1000000 0.044 0.98889
4500000 100000000 1000000 0.045 0.989984
4600000 100000000 1000000 0.046 0.990976
4700000 100000000 1000000 0.047 0.991888
4800000 100000000 1000000 0.048 0.992706
4900000 100000000 1000000 0.049 0.99339
5000000 100000000 1000000 0.05 0.99402
5100000 100000000 1000000 0.051 0.994633
5200000 100000000 1000000 0.052 0.995148
5300000 100000000 1000000 0.053 0.995633
5400000 100000000 1000000 0.054 0.99607
5500000 100000000 1000000 0.055 0.996477
5600000 100000000 1000000 0.056 0.996801
5700000 100000000 1000000 0.057 0.997112
5800000 100000000 1000000 0.058 0.997386
5900000 100000000 1000000 0.059 0.997644
6000000 100000000 1000000 0.06 0.997901
6100000 100000000 1000000 0.061 0.998095
6200000 100000000 1000000 0.062 0.998292
6300000 100000000 1000000 0.063 0.998461
6400000 100000000 1000000 0.064 0.998616
6500000 100000000 1000000 0.065 0.998748
6600000 100000000 1000000 0.066 0.998876
6700000 100000000 1000000 0.067 0.99898
6800000 100000000 1000000 0.068 0.999088
6900000 100000000 1000000 0.069 0.999166
7000000 100000000 1000000 0.07 0.999239
7100000 100000000 1000000 0.071 0.999322
7200000 100000000 1000000 0.072 0.999395
7300000 100000000 1000000 0.073 0.999456
7400000 100000000 1000000 0.074 0.999511
7500000 100000000 1000000 0.075 0.999557
7600000 100000000 1000000 0.076 0.999601
7700000 100000000 1000000 0.077 0.999625
7800000 100000000 1000000 0.078 0.999665
7900000 100000000 1000000 0.079 0.999706
8000000 100000000 1000000 0.08 0.999729
8100000 100000000 1000000 0.081 0.999757
8200000 100000000 1000000 0.082 0.999788
8300000 100000000 1000000 0.083 0.999809
8400000 100000000 1000000 0.084 0.999824
8500000 100000000 1000000 0.085 0.999849
8600000 100000000 1000000 0.086 0.999867
8700000 100000000 1000000 0.087 0.99988
8800000 100000000 1000000 0.088 0.999887
8900000 100000000 1000000 0.089 0.9999
9000000 100000000 1000000 0.09 0.999907
9100000 100000000 1000000 0.091 0.999914
9200000 100000000 1000000 0.092 0.999924
9300000 100000000 1000000 0.093 0.999934
9400000 100000000 1000000 0.094 0.999938
9500000 100000000 1000000 0.095 0.999948
9600000 100000000 1000000 0.096 0.999954
